user,post,apI,apII,apIII,apIV,apV,cpI,cpII,cpIII,cpIV,cpV,cpSP,postnum,seq
U12 ,"For this exercise, I wanted to see what my ideas about culture and eLearning were without having read any of the assigned readings in order to see how my conceptions of them changed within the new context of this class. It has been interesting to watch how my definitions become more complex as my understanding of the studies around these two topics changes.
Culture: Original definition
A combination of practices, traditions and behavioral norms adhered to by a group of people that consciously or unconsciously tie them to / identify them as a part of a defined group.
Culture: Updated Understanding
What struck me most was Vigotsky's conceptualization of ""development as the transformation of socially shared activities into internalized processes."" In this way, culture is taught in an interphyscological way (between people), and also intraphsychologically (within ourselves as individuals). Although this was part of the cultural-historical perspective on learning section (Gunawardena 2019, page 18), it's interesting to consider how much of culture is tacit (unspoken, but agreed upon by engaging within that culture) and how much of it is explicit (something you knowingly and willfully engage in).The WisCom framework attempts to incorporate this understanding by including an emphasis on the influence of culture and context within learning (Gunawardena 2019, page 21), and what what I was attempting to capture by noting that we are consciously or unconsciously tied to it. It seems the more we are aware of our own cultural underpinnings, the more conscious and inclusive we can be of others'.
I especially appreciated the Zulu maxim ""a person is a person through other persons"" (Gunawardena 2019, page 45).  U7, I wonder if this is something similar to what you meant when you said that although your values stay the same, the culture that you interact with is different at work than it is in church. I wonder if this transformation, or perhaps ""code-switching"" (a term that was once meant to describe switching from one language to another based on the setting in linguistics, but has become commonly understood to mean switching your language, dialect, accent, references or cultural norms to fit a specific cultural setting) is something that we all engage in, however subtly, as our culture and values are an inherent part of our personhood, but that the expression of that culture varies based on our environment.
This only becomes more complex as we discuss Goodfellow & Hewling's writing on high and low context settings, which can be used to contextualize interactions and interpret someone's meaning (Goodfellow & Hewling 2005, page 357). U15, I wonder if this is also part of what you were referencing when you mentioned intersectional nature of culture.
eLearning: Original Definition
Similar to U4, I originally considered eLearning to simply be a curriculum or program of study delivered through methods that are supplied solely online or via the Internet.  
eLearning: Updated Understanding
This becomes ever more complex when you consider that culture, context and social interaction shape learning, including via language, signs and systems (Gunawardena 2019, page 17). What struck me the most is how varied eLearning can be, and how Distance Education and eLearning are not interchangeable. It seems to me that eLearning, in its most basic form, is defined in my original definition, but that it has many components. It seemed that some people thought that eLearning and Distance Ed were the same thing, but I read the case studies between by Goodfellow & Hewling to show just how different they are, where Distance Education followed a more prescribed form of learning, with provided printed materials, set meeting times etc., but the eLearning emphasizes the leveraging of the Internet to ensure that the learning has a very flexible and accommodating learning environment, tailored to their learning preferences. U14, I specifically appreciated your thought on this.
I know that we are working on a consensus of what these two definitions should be, and I hope I haven't simply added to the noise here! Thank you all for sharing your thoughts! ",0,0,1,0,2,20,6,12,2,7,60,64,0.876712329
U12 ,"I wanted to share an image I came across that is meant to represent one aspect of cultural competence training. What I find interesting is that many of the ""inputs"" into culture (the smaller, colorful bubbles that surround the center bubble of ""culture"") are also items that contribute to eLearning (i.e. communications, actions, thoughts, or perhaps thought processing). It was just one I stumbled upon that I wanted to share. I suspect a more accurate graphic would be a venn diagram, which perhaps we can construct once we land on a common definition of these two terms. Did anyone else find an image of culture and eLearning?
Thanks again all!",1,3,0,0,0,5,4,1,1,0,22,65,0.890410959
U6 ,"Thank you, U12,, for the diagram, I think that is an excellent, yet simple, way to see how the various areas in our lives are shaped by culture. ",1,0,0,0,0,5,0,1,0,0,11,66,0.904109589
U22 ,"Yes, I like the diagram, too.  Thanks for sharing, U12.",1,0,0,0,0,1,0,0,0,0,4,67,0.917808219
U9 ,"Culture
Great to see such energetic harmony from this group’s members with respect to culture.  Thank you all for your thoughts.  Our readings have expanded my perception of culture from ethnic, geographic, socioeconomic, educational background, art, language.  As I learn more about the factors that influence culture, I am feeling humbled knowing it is dynamic, ever-changing and redefining me as I react to and engage with the world around me.
Clair raised a strong thought-provoking concept of cultural factors that can be genetically passed on such as “a predisposition to anxiety, bipolar, albinism, cleft palate, intellectual disability…all those genetic factors can play a huge role in your culture.”  Having a loving or professional connection with someone afflicted with a predisposition, is just one example of how certain cultural factors can expand and redefine our perceptions of this ever-evolving concept of human culture.  
eLearning
Having worked in Audiovisual/Instructional Media support services in the past and present, we routinely promote the concept of utilizing emerging formats into our service support philosophies.  As U14 expressed, I to share the idea that eLearning is the current term or concept for distance education.  eLearning is unique as it enables numerous communities to collaborate in real-time while utilizing a variety of formats to maximize audience comprehension and promote dynamic teaching styles.  In present day, eLearning utilizes the internet to connect networks of people around the world.  It is a progressive means of knowledge sharing which can influence efficient teaching learning and even promote social change and solve pressing problems.
How culture and eLearning are related
The internet and its ability to connect people around the world and share knowledge marks a unique period in human existence.  The opening of our text powerfully sets the stage with respect to how culture and eLearning are related.  Time and space no longer limit how we interact with one another.  Technologies, particularly the Internet, have connected humanity across countries and cultures with profound implications on how we think, communicate and learn (Gunawardena, Frechette, Layne 2019).  As U5 suggested, I agree, we do develop our own unique cultures within online communities as we notice in the OILS course.  We actively develop more awareness of our classmates’ communication styles while we exercise sensitivity to expand our knowledge of understanding of the group dynamic and the instructional content.
U13’s Question: 
Would developing eLearning and teaching models which match to the user's perception promote acceptance to eLearning in different cultures?""
I believe eLearning can gain acceptance in different cultures if Instructional Designer and or Instructor/Content Expert exercise cultural sensitivity in design and reflection of the quality of audience/instructor interaction.  Sustaining objectivity is critical as stagnation can limit conceptual designs for unique culturally diverse audiences and functions.  Instruction that promotes learning across cultures seeks to accommodate diverse perspectives and preferences by following the principles of universal design for learning (UDL) rather than anticipate individual learner differences upfront.  These principles emphasize flexibility and learner choice. (Barajas & Higbee, 2003).  As we design with rearguard to our audience’s perception, review, evaluate, revise and remain engages as learners of design concepts while exercising cultural sensitivity, eLearning can and will gain acceptance.
U9 ",0,0,0,2,2,8,3,4,2,3,42,68,0.931506849
U5 ,"Joey, 
You always bring such a polite and complementary vibe to class discussions! It's great to have another class with you. 
I liked this point that you brought up because it seems key to effective online communication.  We actively develop more awareness of our classmates’ communication styles while we exercise sensitivity to expand our knowledge of understanding of the group dynamic and the instructional content. Beyond Netiquette, we have to be keenly aware of how our classmates communicate to us and how our communication is received. Virtual classroom dynamic is real and it can have a major influence on our learning. We need a sense of belonging in the learning community as much as we need to understand the content.",0,0,1,0,0,7,1,3,0,1,22,69,0.945205479
U9 ,"U5,
Thank you for enlightening our class with your stimulating perspectives.
You really make strong point that is critical to an effective leaning process, which is establishing a sense and feeling of belonging.  The human factor seems simple, but it provides us with validating reassurance and motivates progress and productivity.
Thank you,
Ashton",0,0,1,0,0,3,1,2,0,0,12,70,0.95890411
U20 ,"U5,
I agree that communication, especially in a text, is a two-way street. One side has to effectively communicate avoiding the potential to be misunderstood. The other side needs to be open-minded and ask for clarification if not understanding. I'll reread my posts and think I sound rude or blunt, so I have to try to explain the intention or rewrite it all together. I am a fan of using an emoji here and there. What do you think? Do you think emoji are appropriate for an online master's program?
As I was typing this I thought that instead of having to log into a collaborate session it would be pretty neat if there was a zoom type function embedded into all discussions like a webcam conversation in a chat room. Even better than that could be a talk to text translator. So when the ""zoomish"" conversation was happening the computer could type it for us. That would be amazing. 
If we had that capability then there would be less misunderstanding or rather more clarification. 
U20",0,0,1,0,1,11,4,3,0,2,38,71,0.97260274
U8 ,"I have had to do extra research on UDL. The UDL design is universal to the point of capturing all individuals. That confused me because I have always believed that you should know your audience, and design curriculum with the audience in mind. I had to understand how UDL included cultures of diversity. I found a toolkit for UDL that enables you to log into a sample course. The sample made so much sense.
My understanding became clear after capturing the first page of an activity in the sample course.
The adjectives alone (icons and link named after adjectives) made things clear. Here are samples:
Listen, lookup, translate, consider, investigate, process, review, extend, overview.
There are Feedback to Student and Check My Work links. There is a Notes, Whiteboard, and Glossary menu item. Teacher Notes and Flag Student options are available. Page Highlights, Main Ideas, Big Ideas are other options.
Students are given options to activities. For instance, they are asked to make word cards for vocabulary words. The student can use images, audio and text to create word cards.  

U8",0,1,0,0,0,5,2,1,1,2,28,72,0.98630137
U6 ,"Thank you so much, U8, for the sample course.",1,0,0,0,0,0,0,0,0,0,4,73,1
