,#,LB,Post,PhI/A,Ph/B,Ph/C,Ph/D,Ph/E,PhII/A,PhII/B,PhII/C,PhIII/A,PhIII/B,PhIII/C,PhIII/D,PhIII/E,PhIV/A,PhIV/B,PhIV/C,PhIV/D,PhIV/E,PhV/A,PhV/B,PhV/C
91,Post 7_3,H,"Great point about the fiscal benefits of a cashless society when it comes to eLearning. I've noticed a lot of retailers such as gas stations and coffee shops using technologies such as Apple Pay and contactless ""tap to pay"" credit cards. I think as technology becomes more integrated into our lives, a basic understanding of learning through it will be almost required. I wonder how this will affect the older generation?",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Post 8,C,"Hello everyone,

I enjoy reading your posts. It's so nice to get different perspectives from professionals in the field. I'm having a challenging time linking WisCom to the topic. I may have to spend some time re-reading to understand the concepts. I'd appreciate your insight into the topic.",1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
93,Post 8_1,G,"Hey Mark,
Disclaimer:  What I am posting here may be worth exactly what you paid me to post it.
I think it was very helpful to me to break it down into Lani's suggested sub questions.
And, I had to narrow my definition of cultural inclusivity a little.  I narrowed to cultural inclusivity in a learning environment.
That might have been a mental trick I played on myself, but I think it worked.
I thought about how the WisCom model embraces the idea that all learning starts at a social level before it is internalized to the personal level.  I then thought about how WisCom addresses the theory that all learning occurs within the cultural context of the learner.  I did not take culture to mean only the learner's background, but also their culture in the online environment.  For example:  Are they new to technology or a veteran online learner?  Is an online learning environment more or less challenging for them as a student?  Where are they in the zone of proximal development for the online environment,  How does WisCom address these things?

Does that help?  Or did I just confuse you more?  Hopefully, the later to at least some extent.",0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0
94,Post 8_1_1,C,this was very helpful. Thank you for your insight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Post 8_2,E,"That's a great point, Mark, like not seeing the forest for the trees perhaps? If I understand correctly, the goal of WisCom is to get to a place of transformative learning for individuals in the collective, so if one works backward from that place to bring the elements into play of how communication, technology, mentoring, inquiry, and guidelines operate, all of these encompass what one would hope might be cultural diversity?",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
96,Post 8_2_1,G,"Eva,
What you said makes sense to me.  I think that is a very good way to observe that, if I understood you.  I like the idea of ""work backwards"":  I know where I want to go, how do I get there? 
Or maybe, I know what I want to build, what materials do I need and what is the plan?  The culturally inclusive, transformative online learning environment is the building / The WisCom is the blue print /The elements you list are the lumber, concrete, steel and glass?
I'm pretty big on analogies.  I probably over use them.  But, I find them very useful  This one may not be a good one.",0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
97,Post 9,H,"To me, cultural inclusivity is the idea that in a given event, many different cultures are represented. When I was in elementary school (I was homeschooled) a group of homeschoolers had a event at the Air Force base sort of like a world's fair. Each child was assigned a different country and their task was to bring a few items that day that represented their country. Mine was Canada, I don't recall what I had brought for the event, but I do remember sampling different types of world food such as French pastries, Italian pizza and Japanese ice cream. I think this format is a great way of celebrating different cultures in school and allowing each child to express their culture in a positive way. Technology has also helped with the idea of cultural inclusivity, with massive multiplayer games frequently bringing in players from all over the world. I hope this trend continues in the future; as I think it is positive for everyone involved.",4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
98,Post 9_1,N,"I appreciate how you explicitly require representation as a component of your definition of cultural inclusivity. That made me think because we can say we are inclusive and welcoming, open-minded and accepting, but without actually having representation of diversity within a cultural space, there is no test of those claims. In fact, perhaps the opposite, perhaps a lack of representation of diverse cultures might give the lie to a community claiming to be inclusive while not actually taking action to support the ideals of the WisCom Framework for elearning.

Thank you for your post, Becky",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Post 9_2,M,"Wyatt,

That is interesting that the base included an activity for home schooled students. That must have been fun to interact with other children studying the same project, different counties of course. Did you feel like your learned much about culture in a way that you had thought? 

Thank you for sharing your personal experience,",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Post 10,G,"What does it mean to be culturally inclusive in online course design?
I found the idea of breaking this down in several questions to be very helpful when approaching this task.

1.  I define cultural inclusivity in terms of a learning environment or instructional design.  With that approach, my definition would require two presuppositions:

a.  Internalization of knowledge is both a social and individual process (Vygotsky).

b.  Learning takes place within the social and cultural context of the learner.

(Gunawardena/Frechette/Layne 2019).

Therefore, I would define cultural inclusivity as using these presuppositions as the basis to design the learning environment for maximum accessibility.  The environment must recognize that social and cultural contexts can be radically different from student to student.

2.  I think that the theories of learning that support cultural inclusivity are the social cultural perspective and, partially by embracing the later, WisCom.  By recognizing the importance of zones of proximal development, distributed cognition and communities of practice they recognize that learning proceeds from the social level to the individual level and takes place within the social and cultural context of the learner.  Rather than fighting this, WisCom is able to design a culturally inclusive learning environment.
3.  Cultural inclusivity is reflected in online course design by creating a framework which is built upon the foundation of the social cultural perspective and/or WISCOM.  By incorporating those principles into the foundation, a well-designed online course framework is more likely to be culturally inclusive if it does the following:

a. It would recognize that all learning in the online environment will begin at the social level, and then transfer to an individual level.  So, it would create a strong community of practice (a collaborative cognition device) as quickly as possible.

b.  It would recognize that the online environment is likely to contain the most diverse set of social cultural perspectives possible.  For this reason, it would need to be very careful to avoid bias in its construction or operations.
b.  It will embrace that the students may all be in a different zone of proximal development and use that as a strength, not a handicap.  Mentoring plays an enormous role in this in my experience.

c.  It would recognize the transactional distance of different learners and seek to minimize that by reducing structure, simplifying structure that cannot be eliminated and increasing dialogue between members of the community of practice.

4.  The most significant way the WisCom framework helps me think about cultural inclusivity in online design is through its contrast with the community of inquiry (COI) model.  The COI focuses on the individual construction of knowledge.  In an online environment, the COI model would be very difficult to manage or monitor.  WisCom, focuses not on the individual construct, but the group construct.  This seems more in line with the theory of social cultural perspective in learning.  Placing the “wisdom community” at the center of the model is evidence of this. That model, where there are multiple “check ins” by multiple learners and multiple mentors, all of whom may switch roles frequently, sounds much more effective and more accepting of the social cultural model of learning.

I’m sorry if this is a ramble.  I found these chapters of the book very interesting, as I have encountered problems in instructional design which directly relate to some of the theories that are discussed here.  I look forward to learning more about this with all of you.   ",7,0,1,1,1,0,0,0,2,0,0,4,0,3,0,0,1,0,0,0,0
101,Post 10_1,A,"I agree that cultural inclusivity is all about ""maximum accessibility."" Your reference to the social constructivist theories discussed in our readings needs to be understood in order to appreciate the WisCom model, especially when it comes to the zone of proximal development (ZDP). As instructional designers, we need to create content that meets the ZDP of our learners and modify as needed. I agree that mentoring and the ability to switch between learner, facilitator, and expert is equally important especially when it comes to building a ""wise community."" I believe that being inclusive is understanding that as an instructor, we are not ""passing on knowledge"" instead we are providing opportunities for everyone to share their knowledge and learn from each other. ",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
102,Post 10_2,E,"Pete and Melissa,

Thanks for bringing this to the theory level! I got a book on Constructivism edited by Catherine Twomey Fosnot and there is one chapter on ""A Constructivist Perspective from the Emerging Field of Disability Studies,"" in which among many other things there is a comment regarding the need to reassess how ""disability itself is socially constructed through the beliefs and expectations that circulate in the wider out-of-school, as well as in-school, culture."" Reference is made to Vygotsky having pointed out in his time that impairment is ""socially determined. A difference is just a difference until cultural consensus makes it a problem."" I just bring this up in the context of how wide a berth may be necessary to accommodate everyone's ZDP?",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
103,Post 11,J,"Cultural inclusivity is being welcoming and encouraging to people of all cultures to share and have their input valued and respected. Different viewpoints need to be accounted for at the start of the project to ensure equity to all learners. Including capabilities for the software to switch languages, have differentiated content such as audio, visual, games, and written to reach people the most ways possible. The designer can also assemble a list of phonemes, word roots and stories from diverse backgrounds to engage students. The instructional designer can look up common cultural misconceptions ahead of time to foresee possible problems with their curriculum. Some of the theories of learning that emphasize cultural inclusivity include the Cultural-Historical Theory of Vygotsky, Social Constructivism, Group Cognition, and Collaborative Learning. All of these theories emphasize group work and collaborating with a diverse group of people. WisCom promotes cultural inclusivity because it emphasizes Co-Mentoring and the Collaborative Inquiry Cycle. These tasks require people to work directly with different people who can be from anywhere, so it is important to be inclusive from them start.",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,1
104,Post 11_1,G,"I appreciate what you had to say there.  I sometimes find myself explaining to a customer, ""Ultimately, a person who knows nothing about this subject should be able to take this course and do as well as someone with a great deal of knowledge about it or its general area of knowledge.""  But, I think you are expanding that further and I like that.  It sounds like I need to broaden that out to, ""A person who know nothing about this subject AND who has never been in a learning environment like this before...""  Thanks for that insight. I find that valuable.",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Post 11_2,F,"I really like how you defined cultural inclusivity. You did a great job summing it up. The part that you included about the different viewpoints needing to be accounted for at the start of a project in order to ensure equity to all learners. I think this is a very important part. I am currently using a program called Edgenuity for my chemistry curriculum and one of the reasons I chose to use it is because I have a variety of students with various disabilitlies such as hearing impaired, dyslexic, and sensory processing disorders, as well as have students whose primary language is Spanish, and this program was designed to be used by all, which has been awesome because I am able to meet the needs of all of my students! It is very frustrating as an educator to be teaching and not have necessary supports to help support all of my students, so when a program comes along that accounts for all of these things and ensures equity for all it's awesome.",2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
106,Post 11_3,N,"This format of discussion is a bit overwhelming for me. Sifting through over 100 posts and replies is a little crazy, but there are a lot of great comments to uncover. I stopped right away when I read your response - I wanted to reply because I really appreciate the way you propose concrete strategies for cultural inclusivity such as translation, audio, and vocabulary software within a course. I also agree that one of the most important tenants fo the WisCom framework is the reliance on collaboration amongst learners. In fact, this idea seems to crop up in my life over and over in all of the professional contexts I move within, from the peer-to-peer focus my school maintains in order to support ELL students, to the learning I gained from my courses over the summer, and again here in the ideas behind the WisCom Framework.",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
107,Post 11_3_1,K,I agree that this discussion format is overwhelming.  It's hard to pick up a conversation thread or have any true back and forth interaction.  Perhaps there are ways to communicate and collaborate more effectively.  Do you (or anyone else) have any suggestions for improvement?  ,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Post 11_3_1_1,N,"I think the more common discussion format of having everyone submit an initial post separately, and classmates then choose a few to respond to, would work better. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Post 12,E,"We are still looking forward to hearing from Becky, Justin, and Tanya. Referring to Dr. Lani's post, I think some of the discussion points she suggested looking at further have been addressed, so perhaps you could look at the other line of questioning she encouraged, which all of us will probably be thinking about a lot throughout this course!

""In addition, I would encourage you to take a critical look at the WisCom framework. Some of the questions, I have in mind are:  To what extent does it help us to design with cultural inclusivity in mind.? What type of learner would thrive in a WisCom learning design, and who would feel left out? What is missing in WisCom? How can we improve it?""

Thank you, Eva",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
110,Post 13,N,"Based on the definition of culture from Harris & DeSimone as a “set of shared values, beliefs, norms, and artifacts” which guide behavior, being culturally inclusive in online course design can refer to providing multiple means of dissemination of information, interaction with course material and peers, and production and/or assessment. Differentiating an online course in such a manner allows for students of differing cultures to interact with each other, the content, and their professor(s) in authentic and meaningful ways by creating room for the interplay of the multitude of cultural dimensions, including such aspects as high context vs low context, masculine vs. feminine, collectivism vs individualism and so forth. Thus, within the idioculture of a group of cohorts in an online class there is room for individual expression while maintaining functional communication in the online learning environment and thereby fostering increased cross-cultural understanding and a safe cultural space for elearning. When learners have the safety to interact with each other, across cultural barriers, in order to collaborate on complex problems, resulting learning may be transformative leading to the cultivation of online wisdom communities.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
